Fold,Class,Precision,Recall
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8571428571428571,0.9775280898876404
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
