Fold,Class,Precision,Recall
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8535286284953395,0.9763899466869764
1,0,0.8430868167202572,0.9984767707539984
1,0,0.8430989583333334,0.9862909367859863
1,0,0.8598061148396718,0.8781416603198782
1,0,0.8627069133398247,0.6747905559786748
1,0,0.8473231989424983,0.9763899466869764
1,0,0.855510752688172,0.9695354150799695
1,0,0.8622377622377623,0.9390708301599391
1,0,0.847911227154047,0.9893373952779894
1,0,0.8554873892297206,0.9558263518659559
1,0,0.8509066487575554,0.964965727341965
1,0,0.8433268858800773,0.9961919268849961
1,0,0.8437299035369775,0.9992383853769993
1,0,0.8513425016371972,0.9900990099009901
1,0,0.851557322730285,0.9786747905559787
1,0,0.8594674556213018,0.884996191926885
1,0,0.8666666666666667,0.18811881188118812
1,1,0.8437299035369775,0.9992383853769993
1,1,0.8513425016371972,0.9900990099009901
1,1,0.851557322730285,0.9786747905559787
1,1,0.8594674556213018,0.884996191926885
1,1,0.8666666666666667,0.18811881188118812
1,1,0.15901745313510018,1.0
2,0,0.8437299035369775,0.9992383853769993
2,0,0.8513425016371972,0.9900990099009901
2,0,0.851557322730285,0.9786747905559787
2,0,0.15901745313510018,1.0
2,0,0.8607764390896921,0.974981046247157
2,0,0.8501945525291829,0.9939347990902199
2,0,0.8678678678678678,0.8764215314632298
2,0,0.8514397905759162,0.9863532979529946
2,0,0.8646131805157593,0.9150871872630781
2,0,0.8469980632666236,0.9946929492039424
2,0,0.845460399227302,0.9954510993176648
2,1,0.8437299035369775,0.9992383853769993
2,1,0.8513425016371972,0.9900990099009901
2,1,0.851557322730285,0.9786747905559787
2,1,0.15901745313510018,1.0
2,1,0.8607764390896921,0.974981046247157
2,1,0.8501945525291829,0.9939347990902199
2,1,0.8678678678678678,0.8764215314632298
2,1,0.8514397905759162,0.9863532979529946
2,1,0.8646131805157593,0.9150871872630781
2,1,0.8469980632666236,0.9946929492039424
2,1,0.845460399227302,0.9954510993176648
1,0,0.8549931600547196,0.952018278750952
1,0,0.8688656476267096,0.8225437928408226
1,0,0.8440129449838187,0.9931454683929931
1,0,0.8597650513950074,0.8918507235338918
1,0,0.8493333333333334,0.9702970297029703
1,0,0.8461038961038961,0.9923838537699924
1,0,0.8492167101827677,0.9908606245239908
1,0,0.8420373952288845,0.9946686976389947
1,1,0.8549931600547196,0.952018278750952
1,1,0.8688656476267096,0.8225437928408226
1,1,0.8440129449838187,0.9931454683929931
1,1,0.8597650513950074,0.8918507235338918
1,1,0.8493333333333334,0.9702970297029703
1,1,0.8461038961038961,0.9923838537699924
1,1,0.8492167101827677,0.9908606245239908
1,1,0.8420373952288845,0.9946686976389947
1,1,0.15932642487046633,1.0
1,1,0.15960912052117263,0.9959349593495935
